Date,interlocutor_name,statement _size,statement,statement_number,chair_in_charge
2015-09-17,CHAIR We,49,our the language titative Other MR the Drawing the n there around decade s have like a MS E here are structure a I was years under Fed eral affect term a that s Treasur ys issuance are different you ng if GDP ll ll unemployment run MS dont,statement_14,CHAIR YELLEN
2015-09-17,MS CHAIR,-1,,statement_15,CHAIR YELLEN
2015-09-17,CHAIR MR,8,long re s size has way in s,statement_16,CHAIR YELLEN
2015-09-17,CHAIR LEN,28,Chris MR policy balance depress premiums in And s in in you federal ds Now this s Wei crisis consistent with premiums changes term s ed crisis period,statement_17,CHAIR YELLEN
2015-09-17,CHAIR MR,11,intervention ts he liabilities public in emium below permanent for a,statement_18,CHAIR YELLEN
2015-09-17,MR CHAIR,-1,,statement_19,CHAIR YELLEN
2015-09-17,CHAIR MR,5,neutrality that neutral it neutral,statement_20,CHAIR YELLEN
2015-09-17,CHAIR MR,-1,,statement_21,CHAIR YELLEN
2015-09-17,MR If,11,Kocherlakota permanently you d didnt intercept Now would if account end,statement_22,CHAIR YELLEN
2015-09-17,CHAIR MR,23,ussed a Im surprise d why doesnt rate inflation Why intercept rule t constant case  ts the isnt closer s hy rate,statement_23,CHAIR YELLEN
2015-09-17,MR FRB,13,US this were additional s economic effects very scale expect that perfect in,statement_24,CHAIR YELLEN
2015-09-17,MR Is,35,s nails Is the FRB US MR Yes n ou scale say youll completely an MR got MR nt nonetheless is rich structures in models different interest rates In MR ru le the rate the,statement_25,CHAIR YELLEN
2015-09-17,MR It,6,s as on change phased n,statement_26,CHAIR YELLEN
2015-09-17,MR MS,4,s If re about,statement_27,CHAIR YELLEN
2015-09-17,MR CHAIR,92, Rosengren Regarding discrete stop strategy there because the as financial completely versus a ing as s MS ation reinvestment months chosen it difference in functioning CHAIR list d again really alternative ets the Vice man First the small when the in of insuring against returning zero In lternative the l way ﬂ think prove Paragraph ﬁThe under mechanically I supporting if he forecast the federal the effective lower In to if economy was because ing to effective The the effective hat that rate e when probability well advancedﬂ you CHAIR President,statement_28,CHAIR YELLEN
2015-09-17,MR Im,99,either lternative alternative C Oh appreciate Id ly most s Vice Chairman ff sheet of in to llustrate a a dependent s memo reinvestment provides But the Indeed large to insurance negat ive Vice s large SOMA portfolio the equilibrium federal its percentage What eral instrument to to I the ending reinvestments in very  the how we end generally Now ve past s at we reinvestment Now run has is f really of a and are downside benefits really what are  is I this discussion of and because negative s Again in with to run better and,statement_29,CHAIR YELLEN
2015-09-17,CHAIR MR,166,e and Vice Dudley s interesting in is: should And s essentially ﬁstock ﬂ been is its question When he remains to Our easing goes buy term the So question normalized  et steady state level have t we at near zero the for effective lower as Vice President Williams probably e spending in a : effect a erterm Wed because politically We reduce in terms we What in portfolio keeping Well ay theyre a d So likely quantitative I analysis with the E federal thats precisely I a e after before analyst from thats six months CHAIR President MS I e actually m to that account My at because back thinking hat s the percent  were the to conditions Its contingent The again reinvestments if things baseline we This approach preference d Concerning would with more s a eskhow about say e about if If you when normalizati on two lternative Desk how reinvestments MR to market one market were those ing issues them,statement_30,CHAIR YELLEN
2015-09-17,CHAIR MR,56,comments previous President Overall That s channelseither action first rule Committee circumstances memo been s So s of whatever hat Committee Im s is hink of months that exercise reinvestment scenario a zero accommodation level appropriate that presumably re t circumstance re accommodation So were s accommodation horizon Im is s substitutability theres as off you,statement_31,CHAIR YELLEN
2015-09-17,CHAIR MR,39,m m sensitive that we effect of of that the lower Im particularly effect of about the find effect From management the is first are way going eral sure way comfortable not prospects at ve learned can second Id,statement_32,CHAIR YELLEN
2015-09-17,CHAIR MR,28,s alternative hat continue ﬁuntil f federal funds way ﬂ management Thank CHAIR hank MS President were as ised normalization these need alternative during already normalization language my,statement_33,CHAIR YELLEN
2015-09-17,CHAIR MR,150,comments he meetings thought contemplating strategy in weve ck be to past three we I there some political economy wont assessment approaches s As wayﬂ it time after I are normalization ﬁearly ﬂ sound benefit Im as July re important MR s already the July meeting that would President ted I think run President raised If and President ll we we begin question vestments then political against Lacker very If and problem in July drafting this the s July meeting willing at re bound asically away from You is on run and given m ath tage My time I s to the that abo ut wise At he say the staff and reinvestments with run One have that the her normalization to going it ight be Committee Now m of alternative members can themselves to outlook the be s speeches presidents The intermeeting with as s As eral funds everyones,statement_34,CHAIR YELLEN
2015-09-17,CHAIR MR,12,referred large vely my meaning nd But same A interpretations MR does,statement_35,CHAIR YELLEN
2015-09-17,MR MR,-1,,statement_36,CHAIR YELLEN
2015-09-17,MR We,11,re large from the then certainly thereafter MR You lower that,statement_37,CHAIR YELLEN
2015-09-17,CHAIR MR,95,sympathetic policy memo with of details of July contingencies President s caution to of ll remind which RRP inversion Under efficacious In something in allows that our is that were rates s financial ight a different approach that I going with that phrase ﬁin  gave message inflation Maybe I and allow for e we you MR which widely of On weve never best that s way s its bad I reverse all re things there an begin grounds those as Those the federal percent or I at in But Im learning d effective d,statement_38,CHAIR YELLEN
2015-09-17,CHAIR MS,120,first a arsimony by believe management over considering The agreed to rate s s empirically In ve considerable policy d to based I ments reinvestment behavior one which indicators Wit h management job believe a that For like I reinvestment ve above ease language CHAIR d comment or MR staff the I critical will thought solution What is possibly what that we begin reinvesting again if sounds sense management as Governor with We s target that this us to think that is ibility when re on I s discussion turning And explain re and the I rethinking said  we are allowed use here solution Last I a the situ ations s ﬂ are done that we d within that,statement_39,CHAIR YELLEN
2015-09-17,CHAIR MR,10,Just that year window when maturing small s MR securities,statement_40,CHAIR YELLEN
2015-09-17,MR MR,58,Yes do effect significantly year depend as MR The for t were To the remember secondary same that right now also res reinvestment something CHAIR This on f press ll consider m is productive MR it to iples stick s For discussion CHAIR ll o today MR with aim VICE AN liftoff the a CHAIR discussion MR D,statement_41,CHAIR YELLEN
2015-09-17,VICE CHAIR We,652,We you ll we ﬂ to discussion MR Lets ell begin MR  titled US  materials used Mr Wilcox appended to transcript appendixes  ok policy On real activity likely at This information real GDP this year Second retail second which not quarter have Third we intermeeting period unemployment percent expected hly months Tealbook expect s Fourth variables path nd robust economic we tempered changes All FOMC we formation is we two etary traction As  of based n Committee before gap EDO that comes space FRBUS model FRBUS side ew Phillips d inference three our based are unanimous rce maximum from use ers the Reserve Philadelphias quarter gap percent al showing percentage direction under states aside One pertained side assumptions translation earlier touch market st accommodate the of that achieved analysts one tenth added judgmental range Let andate summarized expect quarterly average er turn down term of panel in weaker thanexpected forecast imported both are release a nsumer Price expectations inflation was we par tly ward in The the mainly a rates nd to implications Marco and been more on ations turbulence alternative bond outcomes Baa n ernative scenario assume baseline sharply the rises trajectory The alt ernative scenario a simulation are the weighted upside Finally that first showed This summarizes of pieces meetings in available in available regarding these y the as As end on prices e topline of the expecte d month As rate percent the December much incorporates itself as the number As quarter growth Steve Kamin now MR  International Since economic widespread rbulence the and seen predict ed mind we still of your estimate first lowest  eak turbulence lower responses probably have The on related not from digit akin anel Chinese are percent Still strong and Nevertheless policy  materials used Mr Kamin appended to transcript appendix  forecast All fallen The panel shows r production estimate Smoothing trend well again that growth but Besides investors followed ial second largest allowing at fragile barring a ciation of authorities term increasing large destabilize As panel ongoing either the market authorities er Somewhat landing will As led downdrafts markets vulnerabilities These growth down sinc e  appears  demand and knockon sure ue es s economy s can restrain ing oil Besides other have outlook credit spreads and of sympathetic called currencies general the during rest our depreciation well as tightening eral out of that bit more than y in In to exhibit presents related ina Chinese GDP renminbi t lines direct effect of economy indirect effect that to destination again lower the headline ederal restrained that China significant to it economic The slowdown ﬂ turning blue we spills that ggregate falls spillovers conomies inflation rates quite hardly To represented panels embeds ssum ption that the disruptions EME s and GDP below an also that spills in equity f The US and ederal taking we likelihood as If would triggered FOMC liftoff some markets Chinese you remain in risks involved lead currently ks MR  I ﬁMaterial Exhibit individual real longerrun  top the run Most decline run from of and  that as Exhibit Economic panel Most than expected more values June productivity paths percentage throughout your recent run normal panel headline marked oil forecasts also  the the Exhibit currently be in likely from ffective of of left policy  of run core inflation percent Exhibit federal run of  projections several of projections  revised the run by level s judgment run As couple inertial  given federal appropriate e primarily unemployment  individual average Taylor rule implied ws mandate term normal your uncertainty level unemployment roadly  real you Juneand upside abroad reported inflation four market based appreciation pressure Thank hat presentation CHAIR estions MR Thank as I was seemed alternatives the staff an MR is We whether s think At the the little transitory ion a nd see lift about ctations,statement_42,CHAIR YELLEN
2015-09-17,MR CHAIR,-1,,statement_43,CHAIR YELLEN
2015-09-17,CHAIR MR,37,and makes because US When A  the FRB US I projection FRB US model percent whereas s percent model are MR The FRB US has price judgmental s equation for price the FRB US confirmation US,statement_44,CHAIR YELLEN
2015-09-17,MR MR,50,marginal putting our staff The FRBUS for level mainly for MR y two going the terial is got is that there So FRB US compensation MR the FRB US is ter m analyses re using MR Theres for the FRB US the percent MR enough MR Yes evident in ing,statement_45,CHAIR YELLEN
2015-09-17,MR CHAIR,-1,,statement_46,CHAIR YELLEN
2015-09-17,CHAIR No,3,Okay we Coffee,statement_47,CHAIR YELLEN
2015-09-17,CHAIR YELLEN,128,it Well round President MR meeting seen rther consistent Earlier evidence index resulting surprisingly  Because prices target is of Tealbook Because in really estimate run In estimate run is re that unemployment However releases turbulent percent with lity risen because the because rising interday During policy will be the Recent market points  percent etheless price It catching problems August imposed which allows  Fs traded with In declined  ing instances movements Further different sectors t hat were structure Its normal ly breakers an perienced that market s significant market But the loss economic s as yet firms event own However financial information were all aware in are other forecast I not of as many financial Although my involves assum ption relatively the be I Madam,statement_48,CHAIR YELLEN
2015-09-17,CHAIR ELLEN,852,President MR what previous very that term financial Historically as over forthrightly future r meetings One called Federal uis Review iesen Owyang Katarina nn indexes Of indeed below arguably interest d some In s indexes ions my outlook that marginally effect growth for indeed the above Although the today that the term Committee now en push Abovetrend reports previous if guide forward rce Job to would ears I projections ast probably as t  forecast are in during phase There intermeeting meaningful s either before that burst because tates to Of numbers in operations sectors think with And and Board staff brings intermeeting concerned that should expect appropriate toweek movements effect therefore My strengthen irectors there the I Low effect forward negative based intermeeting unfortunately circumstances Overall to essentially real side intermeeting stability arising ahead of Thank CHAIR President MR expand was when contacts favorable rates emer ging market In sector survey The current rose year was still highest ding across August they tell Fifth building of to family some Spec is oints contacts word Contacts generally that within istrict spec Reports fied Contacts Employers them ing basis rather Although skilled wage he and I that quarter wage resulting broadening ies Additionally manufac turing ast so Perhaps occupations tightened reports based our results appear aspect vior household years This this are winter annual Reflecting solid real  than step up growth but broadly rates Other fixed orders spending investment had job having erably that the decline labor lization spoken market market atistically normative see Some itional rates accelerat ing productivity kept in past outpaced is The data at have widened percent from ir in quarter of natural finding tantially reduced A I recent following ast latest headline while eraged One rebound percent despite previous percent level effect on inflation dollar previous to Recent latility and For trends effect on policy views These mind President market The   gyrations each I For reactions hind demonstrably CHAIR r I lot ing period between from of Over intermeeting somewhat versus l been But The ather fleet for directors challenging using re few quickly step Activity stro ng have supplier Howe ver istrict feeling growth Conditions District Di strict rate year District a percent that labor ng industry overtime Notable being difficulties in ith was the hiring That implications has d previous meeting considerably and conditions nited in r risk but weeks but hasnt materially been markets Weve has Feds quarter  Federal ve Ive in thanexpected my two tenths with projection longerrun two tenths forecast trend and sound labor The unemployment ayroll d and at time the ne was percent recession time percent recession I ent Bank tween participation term actual In estimate run to percent associated estimates unemployment pressures falling run until Currently s I inflation our for nes I growth ir expectations table In tosafety previous meeting move The Cleveland s year from  points Indeed alt hough the test dynamics inflation ry rate PCE inflation it moved percent month percent lier July Federal trimmed mean med mean The month of thes e  This will gradually mov ing up Seeing on forecast Now headline is transitory Of this Federal Reserve Symposium Theres associated uncertainty Although Reserve in too In and large ibuted price over surprised large not Finally funds rate zero previous  Madam CHAIR President MR Ill th our istrict past and this Sentiment regard ing conditions and sales Auto and Enough interviews raised global Over meet ing labor ificant are for Fir ms requirements f growing or noteworthy District wage Turning percent over growth and that to inflation factors downward This The pertains my response developments not amounts Its any effect m effect that CHAIR President Twelfth onomy the alesforce all another t luxury hotels ed described ﬁastronomical ﬂ e on gives a Over  unemployment percentage ll pace is global Now broad pace that trajectory This already like ate unemployment Now see in that the those isions Running pressure It drawing It in reaching  to eventual ly policy emerge The unemployment falling economy end at social a Of me unemployment natural the long run hard We spent Francisco eels System really labor increased run wasnt And so tually recession commented spurred at Federal analysis that the documented argue which lowers s it With greater firms want ncies take with should matching ing In correlation states But theory First for the unemployment at decline share Theres an they studied es squeezed along So fall push But at series nited labor previous of ecades of as term longterm jobfinding So convincing that the has fall With my gone and true building was focus Basically from said depending stable employment average Its for recession and unemployment natural Now Federal did similar estimate dynamics there finding vidence year recession sample  demographic view As remain target In achieve  early of I of and similarly somewhat of term to about research and and real And they cant respondent number in MR hander CHAIR President MR line in when economy re unemployment n MR o an when ion Im particular e really,statement_49,CHAIR YELLEN
2015-09-17,MR CHAIR,-1,,statement_50,CHAIR YELLEN
2015-09-17,CHAIR MR,269,the Phi ladelphia District we Battleship VICE ive MR to up So has modest for While percent that line With  ECI area ow indexes  year year Reflecting August average territory Optimism Future General Activ ity survey data interest As survey relatively eneral Activity Index  the and eneral Activity Index unchanged financial markets The indexes for spot s Housing Recent high family improving In whole the part because risis nonresidential has also buildings all Turning that recent developments that Specifically real quarter my term rend The unemployment years Although have been I up increase bor compensation  o in e downward On our or somewhat although monetary rules The ve economy and able CHAIR President MR outlook Oil exceptionally informed upside stay Let which a urther Second which has Third astly are months On more notably drilled ut prices States  per these for easily In and which our primarily In their outlays in merica energy ex espite initial report ed in to cap producers and sometime demand With District inly to District survey in points after positive The average effect the hurts ly the Despite Eleventh District probably because the energy al annualized the Although reductions related have happening is many left jobs until istrict areas construction Because pressure If ate sector over the two quarters surveys selling So are e the Eleventh oil ing that probably s istrict to Turning longerterm that  and elow level longerrun expectations anchored percent effects y By  just example face affect these Lastly this why a believe believe y certainly the greater When factors could in return market,statement_51,CHAIR YELLEN
2015-09-17,CHAIR MR,128,employment ﬁreasonable ﬂ strong robust Meanwhile growth een other the has gains commercial However seeing the We was wn workers reflecting clients Manpowers were tofill On growth being everyone especially ﬁgoing Turning expect bout  Tealbook my unemployment assessment current labor shows But reasonable since and direction The quarter also quarter change over year just mphasis month which Tealbook quarter to My up tough at Chicago like most assum ption that expectations t fraught The by erge um Mu models that term expectations relying term isnt As before year term well data In run anchored percent ogether results at and term could r forecast is term anchored sup ported In forecast rate path that to e inflation in forecast s  shallow My of then dollar front risks,statement_52,CHAIR YELLEN
2015-09-17,CHAIR MS,316,Tenth modestly previous continue business iculty with headwinds agricultural throughout istrict Turning revisions data modestly expect that to I current term  demographic Labor and crisis almost almost above istrict Likewise its crisis And who the crisis ongoing Given abor that Although market based measures an based five year year measures Over with a I ix of was six month is nondurables In January In addition which  our In cerns in ew Export rders Index survey growth ne Concerns as the prices though the effects are modest LLEN MR remarks Bullard Committee underlying The interpreting based or expectations there certainly Summary Economic might am monetary I term expectations view is with In flight toquality t that issue Mester to coupon contaminated at coupon at movement least Now Committee benefit Rather than ing about it Laughter MR speak ing framework framework Committees decisions Governor think ts also that s Now framework is ting uncertainty room commitments My scussions ﬁnormalﬂ the that liftoff tends was I view gender desirable led the deliberately point will nd imply To November was latest unemployment  the rate At time participants PCE ould rise percent d  and  ing two On he November of obs hand price stability much Or you the price make informal percent However rstand  and percent as to objectives as A that much or pated Inflation ended I  The  ariants of rate shortcoming o maximum other for The ule interest fed eral The version s mandated and should ule s doing ule interest volatility especially lat s outcomes rule outlook  We dont My in o was discussion the unemployment rate is s The Summary rojections the motivating willingness rapidly Madam successfully extraordinary past policy s which d inflation the I reliance of ule historically eral need k an its CHAIR Vice President Kocherlakota s comments we inventing them CHAIR engaged The before,statement_53,CHAIR YELLEN
2015-09-17,VICE CHAIR yesand,17,yesand would VICE Our kit etter to achieve the I that at Treasury small sure going effect,statement_54,CHAIR YELLEN
2015-09-17,MR VICE,-1,,statement_55,CHAIR YELLEN
2015-09-17,VICE MR shaped,222,shaped the se A Open Desk interest rate was s re tools were ut ink talk about VICE And Over any Switching gears trajectory on lead o to spending inflation The sales significant over Nevertheless ms swung Despite what quarter believe table think nificantly downside Turning concern with th slowing a had s how I shift y above a of trade for countries I for global The terms of trade is ding a growth on fiscal political nonnegligible for I ink theres mass on Weakness s corporate of yet flight currency For that dollar momentum the corporates The onger earnings know his is that thats It When people I reflecting consequence Financial conditions s d a trade weight ed like much for the Im particularly dollar untries institutional  year ago  the ast nd percent US partners whose of e I are concerned First ob have said going because ofit a maybe theyre going have start ing think Second provided the farm an more Third how the seemed high between household and disposable consumption sehold high But  income support With dont as economy inflation worr y objective inflation This low Tha t nominal wage growth has not in international s s monetary My developments erms regarding and inflation the economy Conversely little effect end dont bjectives Speaking for e think,statement_56,CHAIR YELLEN
2015-09-17,CHAIR MR,-1,,statement_57,CHAIR YELLEN
2015-09-17,MR My,68,of then I percent the distant However the would The effect reasonably ct than monitoring There eting this we today Many rate currently total PCE inflation percentage point tota l declines However an effect by inflation l appreciation effects The effect over is approximately oil percentag e More rigorous such the med mean But igure holding in highly Similarly of its difficult p respectively term percent the for,statement_58,CHAIR YELLEN
2015-09-17,CHAIR MR,287,disposition ver course ast Vice minutes in people I were concerned s I Vice information I if down particularly Chinas from combination and a than fully considered correction reason than fully considered but t options My Chinese amount markets is I system I he of Obviously impression that if was while be of rt amount direct So the suggests And Vice dont ain lower Board know Narayana bit There people fill intheblank : natural maximum And that than the unemployment jobs lmost But how Conven tionally tightness accelerating inflation unemployment oftentimes s were Remember that the inflation and were Now from istricts from Districts the talking at wage start translating But whole is that unemployment were rather a Now made relationships dont se Its ot anybody A I people talking persistence rightward Beveridge curve unemployment were to That idnt ppen Remember suggestion couple term recession levels were close but President project natural ﬂ natural on concept now satisficing ﬂ enough on  been course of r part time than trend participation For and wrong because se explanations it meeting when and but Of course I the productivity issue because that productivity tolong the term in toone at point Then ome was pull little and hey worked they ve some ast Assuming anchored seems were As they But absence f left correlations economic that changes past cumulatively ionships and that And President research paper David another referring dont But abs tract So operating forecasting hips term cannot Presidents Harker who everybody all unemployment than s And me sorry Jim Esther a me actually before uiring skepticism Let that low rate s ﬂ After noticeably their We percent that pressures too distant really t the natural that maybe Thank,statement_59,CHAIR YELLEN
2015-09-17,CHAIR MR,123,events rather ink Dan balance US we United y Governor it that this been after economy economic confusion publicly Data strong nt half by previous but decline medium a complicates I Wages better However rising rising long compensate those wages reases are  sending I and inflation that dont can es time reverse was to mandate Although my unemployment In average past from three this For ending declined unemployment years predicting hat break higher unemployment e With like   path the the While reasonably I acknowledge the prices tightening In t on US a emerging alternative in Tealbook Although China ctural term transition that there term ut slowing sizable market The As recently s situations I about for else although I to,statement_60,CHAIR YELLEN
2015-09-17,CHAIR MS,578,from my Recent perhaps in I s future real the mandate I materially ng of Let has tinued growth likely lance to acceleration Average employment that wage growth in percent past several and age below suggest time longerrun in As hat is wage inflation think s ur it members and have below More dimensions looks components r building in of spending lower starts of Overall advancing  expects side Looking ver is weighing nited the in the has t pushed movement China prospects both nited States center very for many also very connected together that policymakers have risks quality I trajectory Looking Committee eeting centered nited it prospects I nontrivial probability will regime adjustment rly foreign including East and Japan will further Moreover we further and That The percent the en Fed trimmed mean ress And downside as beginning For cost because interested of year own CHAIR comments would incoming Starting of gains the of run like  have involuntary time Consistent confirm me could I ings case for developments At were nishing ince hourly and s the  I wage growth such weak mic Still seen ned is the disappointing even The percentage point recession staffs Moreover market despread higher which Eliminating e decline run discouraged Similarly their time time Beyond which natural rate is likely run level  some side Turning improve growth The on expected and I stronger many real revised residential e drilling Nonetheless real ly first by After restraint likely equilibrium remains an funds our term the The ge and has further previous meeting been corporate FRB US simulations developments point hike movements prospects s inly downside noted Turning meeting oil a are shows rst three Nonetheless percent and that the market run anchored percent As in likely assuming appropriate That what as will how fade But meeting I ge run consistent  compensation ggests primarily previous meeting from fact All return  Let I and press interesting : CHAIR I re goround MR  labeled As today for met in the decision economic Since economic the developments mark Committees has importantly addition omic over pose inflation As exhibit reflect developments ﬁeconomic in previously and in the of view contrast flation effects market based Paragraph hich expand consistent that ivity a paragraph  materials used Mr Laubach appended transcript appendix for the likely is assessment projections for of the funds confident percent medium rm As recent be developments developments downside Committee time incoming  rovide goal As of decision on improvement diminished market indicators consistent outlook abroad for the In anticipated confidence remove assessment the market term are I premature paragraph discussed t language Your expectations tion like in alternative left assessment probability a futures mentioned turbulence financial markets economic data distribution the Survey shown policy in left although bly odds rate a tightening still significantly liftoff The o about on distribution right and his respondents respondents s probability highlights any views considerably respondents report probabilities at is that range the In communications in the when whether not federal s te could be in and one will Committees communications projections the not projection shallow ve Committees some Similarly of the indicate later draft increases expected Having as ttom left risk first raise longer term on low end raises the that of federal rise tantrum role witnessed surprise movements Thank happy CHAIR questions Rosengren MR I lef t ﬁProbability ay Meetingﬂ tightening not also that the pace surpris ing s year went think start,statement_61,CHAIR YELLEN
2015-09-17,MR In,19,as Tealbo ok looks at actually tightening in rapid there stronger on some that happen ed was expected all,statement_62,CHAIR YELLEN
2015-09-17,CHAIR MR,3,market funds numbers,statement_63,CHAIR YELLEN
2015-09-17,MR We,70,because w Id got Theyre expecting t shows MR ill or nything we MR articip ants liftoff to  that having articipants liftoff at expected I bit t thats responses was a confusing MR Weve hings man where do ass is written the SEP MR The that dealers was namely dealers not anything VICE Do December spread Youre will eduled for at December relative e stuff are regarding the to,statement_64,CHAIR YELLEN
2015-09-17,VICE CHAIR MR,634,MR heavily months MR Yes heres that the conference Laughter Its when outcome CHAIR Does with Committee alternative Let on ve since July meeting stronger market of normal unemployment There anticipate d the the conditions the tors and prices measures remaining on effe ct timely normalization ve make is nds shallow Conceivably of incessant s the as were erreacting for I however I that reflects my long percent target re I less of I themselves move m and at time in when additional her and and like inflationary the FOMC is ﬁbehind m appear bent significantly substantially heightens We that labor  seen pertaining will during indication s all Ive raising But slack based that run al unemployment as rate low estimated run normal value Id attaches simulations pushing that I rate Lastly Despite have s While n portion participants k equilibrium already respond s coming I projection f tighter outlook ially As decline exporters have significantly with first ar effe ct could have rates Finally US always shifts Not surprisingly s und outlook all So that explain imparted pressure t economy which inflation We fundamentally is possibility I along ve hike nds managem ent Let round MR I funds felt on at Our short term rate Basic increase this ght a te persistent Now term should an is American ndeed real torical markedly as The Williams past of meetings minus  Reserve Richmond Williams exercise estimate  Williams a estimate run this ule on Tealbooks USmodel based now hese term rates are A current The rule formulas B predictions one crease difference eral funds ppropriate assumption The rule argue adjustment uses a assumption than  implements One erest the implausibly in federal Taylor ule Taylor  Of at the time has ast beliefs foundational ability this If behavior that ts departures departures employment rates d c pressures ﬂ economic state ut and inflation ere rising need episode One because  strategy increased alway s or Governor ﬁIts in As financial developments The should hose shifting have with historical when with currently capabilities improved ast the Chair CHAIR President this ifficult alternative support I associated with So and communications more s a moment By believe justified liftoff over year and Nonetheless look a assumption inflation Why recent estimation factor use y that Let ternative communication Said Im that to to dependent based Over past dependence minimum se near trigger rate as go communicate My we concerned status purposes with attaining will conditions I es remainder intermeeting conduct in alternatives Again lternative concretely see the paragraph : ﬁthe ﬂ the cts momentum  over ﬂ in policy decision recognized economic When and in it eral ate ﬂ an lternative normal commun icating with eats to upcoming what would CHAIR follow you MR for alternative at many ir run steady state values is reduction  The that appreciation However te measures trimmed mean rate suggest In for forecast some ago arguments First erse ve already there dollar target time There however lags possibility pressure in the s point Second Lower start e historical Finally m new price dividend price torent investment vehicles additional search At to il whe n of FOMC but here the Federal Bank San I Vice man Geithner ﬁWhat Its  percent do Now s that this context worried then what effect would hat realized the regarding how reduce these ly negative and was wasnt e that for past realized first concerns risks were nd being by weighing what ing this those Let price torent e level isand s its between torent where we house Again a regarding and re situation  macroe conomic the of years well in the I the re position in faced ﬁWell ﬂ liftoff has balance that call liftoff As do future we ready that action Chair Thank,statement_65,CHAIR YELLEN
2015-09-17,CHAIR MR,51,alternative this and s significant entals A effe ct de effe ct Tightening zero risk s possibility modal to That  rate ld ignored U As ve unemployment sooner our In would to waiting forecast conditions policy d e planned will e financial prudent I a of quick yesterday First Laughter,statement_66,CHAIR YELLEN
2015-09-17,MR MR,-1,,statement_67,CHAIR YELLEN
2015-09-17,MR GREN,22,in we term It scenario mandate residential term steepening I in we equilibrium we higher costly zero that If e balance maintain,statement_68,CHAIR YELLEN
2015-09-17,CHAIR MR,535,alternative paragraph eted ﬁbalanced suggest at normalization ﬂ alternative essentially ﬁYellen in language alternative B intermeeting is The I The future selloffs inancial financial around sia and widely The but impact Chinese well in on basis In likely decisi on global this factor nited tates One is function different not nged Concerning m s on that ning emphasis this tates there targeting circumstances is that rate run policy ests federal lot a federal l what I factors here inflation targeting not Committee rbial I and good e First think ﬁlate ﬂ an the move re is or re weighing this late andfast function we What re may not re what Third s sized future of  play andfast think Committee additional Finally a expectations SEP rate path move now the regarding policy Those leads summer Those alternative C CHAIR s fed eral funds some further our percent ium In Labor and dualmandate The on of  imp ort prices ve passing to This the labor market been and stable inflation zation mandate we ll than re y Weve take scheme July data Now economy risk moving of s modal rates s e consistent in this its public years s meeting Most ke policy prepared d off think either What on policy re In her so The evolve g run This shallower suggests radual loud and policy this difficult year ve at a such economic for successful liftoff Yes to signal for some is CHAIR Harker MR hold am The pressures although these normalization least labor ove to will omic effect monetary normal The likely ture the Beginning that and least policy Like Committee every s Madam CHAIR President MR outlook the its the I abroad might uncertainty affe cting I period embedded in mographic and that are process the h In this a the potential conditions decisions cy must which s investment financial that negative effe cts more In imbalances by that that estimate I lternative because that sustainable But I that in statement liftoff third lternative So says my instead e Thank CHAIR President MR Thank ier comments let erence conditions I policy that inflation too  objective anchoring consequences The credibility with economic warily When sustainably  high  Around United tates commodity business concerns Theres percent inflation Committee Madam my ﬂ explicit l  rationalize rate I reflect percent years percent really forecasts nervous percent Outsized  objective is t that are below Furthermore  the The Tealbook scenarios nt time alternative was which management here funds reduce pass Another rising    the s bound percent action  latter ng My suggest Tealbooks ferences term timing build management us the funds  s arrive I ent more appropriate percent et  with in or reasonable to umterm commitment percent CE that will But believe clarifying hen place with be percent The communications isnt enough outlook data our percent I lter native CHAIR Thank President MS the years an interest The accommodation several ve some However reasonable nited States are I clearer meetings The potential meinconsistency f but when projections Ill improvement decision reflect  function near term Second uncertainty monetary how are a Finally more er unemployment run as stability,statement_69,CHAIR YELLEN
2015-09-17,CHAIR LLEN,1,President,statement_70,CHAIR YELLEN
